,year,sex,profession,income,avg_income_per_profession
372,0,F,child,0.0,0.0
373,0,F,child,0.0,0.0
374,0,M,farmer,2878.68,2182.726575342466
375,0,M,unemployed,192.34,193.5193181818182
376,0,F,child,0.0,0.0
377,0,M,homemaker,282.27,202.78
378,0,M,child,0.0,0.0
379,0,F,unemployed,147.78,193.5193181818182
380,0,F,child,0.0,0.0
381,0,M,child,0.0,0.0
382,0,M,child,0.0,0.0
383,0,M,homemaker,253.44,202.78
384,0,M,fisher,2852.07,2232.419245283019
385,0,M,fisher,2323.55,2232.419245283019
386,0,M,child,0.0,0.0
387,0,M,homemaker,136.03,202.78
388,0,F,farmer,1250.09,2182.726575342466
389,0,F,craftsman,4030.33,4212.3914583333335
390,0,F,farmer,2260.95,2182.726575342466
391,0,F,craftsman,2897.14,4212.3914583333335
392,0,M,child,0.0,0.0
393,0,F,fisher,2658.82,2232.419245283019
394,0,M,child,0.0,0.0
395,0,M,service provider,3230.83,5215.757804878049
396,0,M,unemployed,161.93,193.5193181818182
397,0,F,child,0.0,0.0
398,0,F,civil servant,4889.89,5357.960465116279
399,0,M,fisher,2002.0,2232.419245283019
400,0,M,civil servant,7330.19,5357.960465116279
401,0,M,service provider,2826.86,5215.757804878049
402,0,M,farmer,3146.9,2182.726575342466
403,0,F,civil servant,5497.84,5357.960465116279
404,0,F,child,0.0,0.0
405,0,M,service provider,4631.45,5215.757804878049
406,0,M,civil servant,5614.75,5357.960465116279
407,0,F,fisher,2557.52,2232.419245283019
408,0,F,child,0.0,0.0
409,0,M,craftsman,3936.15,4212.3914583333335
410,0,F,homemaker,152.82,202.78
411,0,F,fisher,2872.01,2232.419245283019
412,0,F,homemaker,97.4,202.78
413,0,M,fisher,2733.19,2232.419245283019
414,0,M,service provider,4868.83,5215.757804878049
415,0,M,unemployed,121.66,193.5193181818182
416,0,M,craftsman,4085.4,4212.3914583333335
417,0,M,unemployed,198.57,193.5193181818182
418,0,F,homemaker,203.05,202.78
419,0,M,craftsman,4826.93,4212.3914583333335
420,0,M,farmer,2273.24,2182.726575342466
421,0,F,unemployed,253.21,193.5193181818182
422,0,M,craftsman,4258.82,4212.3914583333335
423,0,F,civil servant,6711.98,5357.960465116279
424,0,F,unemployed,200.86,193.5193181818182
425,0,M,fisher,1234.04,2232.419245283019
426,0,F,service provider,3647.3,5215.757804878049
427,0,M,service provider,4828.62,5215.757804878049
428,0,F,homemaker,233.57,202.78
429,0,F,child,0.0,0.0
430,0,M,unemployed,103.18,193.5193181818182
431,0,M,unemployed,233.89,193.5193181818182
432,0,M,child,0.0,0.0
433,0,F,child,0.0,0.0
434,0,F,farmer,1806.57,2182.726575342466
435,0,M,homemaker,284.88,202.78
436,0,M,fisher,1940.01,2232.419245283019
437,0,F,unemployed,274.21,193.5193181818182
438,0,M,unemployed,245.35,193.5193181818182
439,0,F,child,0.0,0.0
440,0,F,farmer,2859.1,2182.726575342466
441,0,X,craftsman,3239.47,4212.3914583333335
442,0,F,unemployed,249.08,193.5193181818182
443,0,F,unemployed,231.32,193.5193181818182
444,0,F,unemployed,112.17,193.5193181818182
445,0,F,child,0.0,0.0
446,0,F,homemaker,290.64,202.78
447,0,F,child,0.0,0.0
448,0,F,fisher,3253.75,2232.419245283019
449,0,F,service provider,6836.26,5215.757804878049
450,0,F,fisher,2354.73,2232.419245283019
451,0,F,unemployed,281.41,193.5193181818182
452,0,M,fisher,3226.46,2232.419245283019
453,0,M,unemployed,247.96,193.5193181818182
454,0,M,service provider,3228.76,5215.757804878049
455,0,F,craftsman,4956.38,4212.3914583333335
456,0,F,child,0.0,0.0
457,0,F,unemployed,161.47,193.5193181818182
458,0,F,homemaker,139.54,202.78
459,0,M,craftsman,4250.94,4212.3914583333335
460,0,M,farmer,2238.41,2182.726575342466
461,0,M,farmer,1943.56,2182.726575342466
462,0,M,farmer,2637.67,2182.726575342466
463,0,M,craftsman,5756.78,4212.3914583333335
464,0,F,child,0.0,0.0
465,0,M,child,0.0,0.0
466,0,M,child,0.0,0.0
467,0,F,farmer,2910.57,2182.726575342466
468,0,F,farmer,1953.19,2182.726575342466
469,0,M,homemaker,271.94,202.78
470,0,M,child,0.0,0.0
471,0,F,child,0.0,0.0
472,0,M,homemaker,237.14,202.78
473,0,M,service provider,7031.92,5215.757804878049
474,0,M,homemaker,100.01,202.78
475,0,F,farmer,1488.92,2182.726575342466
476,0,F,child,0.0,0.0
477,0,F,homemaker,278.01,202.78
478,0,F,homemaker,103.06,202.78
479,0,F,homemaker,156.25,202.78
480,0,M,child,0.0,0.0
481,0,M,service provider,6837.31,5215.757804878049
482,0,M,child,0.0,0.0
483,0,F,fisher,1547.83,2232.419245283019
484,0,F,civil servant,5581.21,5357.960465116279
485,0,F,farmer,2605.73,2182.726575342466
486,0,M,farmer,3261.61,2182.726575342466
487,0,F,farmer,1532.22,2182.726575342466
488,0,F,farmer,2421.51,2182.726575342466
489,0,F,child,0.0,0.0
490,0,M,craftsman,2781.32,4212.3914583333335
491,0,M,child,0.0,0.0
492,0,M,craftsman,3143.9,4212.3914583333335
493,0,M,homemaker,131.38,202.78
494,0,M,unemployed,282.78,193.5193181818182
495,0,F,child,0.0,0.0
496,0,M,farmer,1320.54,2182.726575342466
497,0,M,homemaker,141.62,202.78
498,0,M,fisher,3088.21,2232.419245283019
499,0,M,civil servant,6683.06,5357.960465116279
500,1,F,civil servant,4927.02,5237.495853658536
501,1,M,child,0.0,0.0
502,1,M,unemployed,130.71,197.9568181818182
503,1,M,farmer,1938.95,2193.2776
504,1,F,child,0.0,0.0
505,1,F,civil servant,5321.03,5237.495853658536
506,1,F,child,0.0,0.0
507,1,M,homemaker,156.78,205.4012
508,1,M,child,0.0,0.0
509,1,M,fisher,1384.19,2152.949230769231
510,1,M,child,0.0,0.0
511,1,F,fisher,1236.64,2152.949230769231
512,1,M,homemaker,231.56,205.4012
513,1,M,farmer,1491.74,2193.2776
514,1,F,craftsman,4788.5,4173.849166666667
515,1,F,service provider,6774.07,5197.599512195122
516,1,M,child,0.0,0.0
517,1,F,child,0.0,0.0
518,1,F,child,0.0,0.0
519,1,M,civil servant,4731.11,5237.495853658536
520,1,F,retired,294.89,297.7677777777778
521,1,F,unemployed,119.27,197.9568181818182
522,1,M,craftsman,4470.77,4173.849166666667
523,1,M,homemaker,249.07,205.4012
524,1,F,service provider,5620.42,5197.599512195122
525,1,M,service provider,5916.99,5197.599512195122
526,1,M,farmer,3102.91,2193.2776
527,1,M,child,0.0,0.0
528,1,F,child,0.0,0.0
529,1,F,child,0.0,0.0
530,1,F,child,0.0,0.0
531,1,F,civil servant,5721.55,5237.495853658536
532,1,F,farmer,1929.85,2193.2776
533,1,X,child,0.0,0.0
534,1,M,fisher,2365.84,2152.949230769231
535,1,F,homemaker,247.14,205.4012
536,1,F,child,0.0,0.0
537,1,F,craftsman,4256.54,4173.849166666667
538,1,F,farmer,2497.86,2193.2776
539,1,F,child,0.0,0.0
540,1,F,service provider,6711.32,5197.599512195122
541,1,M,farmer,3203.5,2193.2776
542,1,M,child,0.0,0.0
543,1,M,child,0.0,0.0
544,1,M,craftsman,2386.05,4173.849166666667
545,1,M,craftsman,4396.53,4173.849166666667
546,1,M,unemployed,287.88,197.9568181818182
547,1,M,farmer,1521.13,2193.2776
548,1,F,unemployed,221.01,197.9568181818182
549,1,M,child,0.0,0.0
550,1,M,craftsman,4338.52,4173.849166666667
551,1,M,farmer,2190.49,2193.2776
552,1,M,child,0.0,0.0
553,1,F,homemaker,242.64,205.4012
554,1,F,craftsman,5520.82,4173.849166666667
555,1,F,homemaker,197.14,205.4012
556,1,M,child,0.0,0.0
557,1,F,craftsman,6241.75,4173.849166666667
558,1,M,fisher,2764.49,2152.949230769231
559,1,M,civil servant,3141.09,5237.495853658536
560,1,X,homemaker,145.52,205.4012
561,1,F,farmer,1418.87,2193.2776
562,1,F,farmer,1764.52,2193.2776
563,1,F,fisher,1359.77,2152.949230769231
564,1,F,service provider,7021.29,5197.599512195122
565,1,F,homemaker,260.68,205.4012
566,1,M,child,0.0,0.0
567,1,M,homemaker,288.84,205.4012
568,1,M,homemaker,202.11,205.4012
569,1,M,unemployed,256.57,197.9568181818182
570,1,M,civil servant,5550.88,5237.495853658536
571,1,F,homemaker,149.14,205.4012
572,1,F,service provider,6046.55,5197.599512195122
573,1,M,fisher,3299.07,2152.949230769231
574,1,F,fisher,1153.98,2152.949230769231
575,1,M,craftsman,5216.8,4173.849166666667
576,1,F,farmer,1876.94,2193.2776
577,1,M,homemaker,159.68,205.4012
578,1,M,fisher,1682.78,2152.949230769231
579,1,M,service provider,6032.62,5197.599512195122
580,1,F,service provider,2675.59,5197.599512195122
581,1,M,farmer,2838.29,2193.2776
582,1,F,homemaker,263.21,205.4012
583,1,F,child,0.0,0.0
584,1,M,service provider,7051.46,5197.599512195122
585,1,M,child,0.0,0.0
586,1,X,civil servant,4094.1,5237.495853658536
587,1,F,fisher,2041.4,2152.949230769231
588,1,M,farmer,1466.06,2193.2776
589,1,M,child,0.0,0.0
590,1,M,unemployed,265.83,197.9568181818182
591,1,F,child,0.0,0.0
592,1,F,child,0.0,0.0
593,1,M,homemaker,241.13,205.4012
594,1,M,service provider,3199.54,5197.599512195122
595,1,M,homemaker,257.9,205.4012
596,1,X,homemaker,229.75,205.4012
597,1,F,civil servant,2573.9,5237.495853658536
598,1,X,child,0.0,0.0
599,1,F,fisher,3239.41,2152.949230769231
600,1,M,child,0.0,0.0
601,1,F,unemployed,233.81,197.9568181818182
602,1,F,civil servant,4120.08,5237.495853658536
603,1,F,craftsman,4716.83,4173.849166666667
604,1,M,civil servant,5452.44,5237.495853658536
605,1,F,craftsman,4249.21,4173.849166666667
606,1,M,homemaker,159.87,205.4012
607,1,M,homemaker,246.65,205.4012
608,1,M,child,0.0,0.0
609,1,F,child,0.0,0.0
610,1,F,civil servant,5629.27,5237.495853658536
611,1,M,fisher,1187.15,2152.949230769231
612,1,F,unemployed,183.09,197.9568181818182
613,1,M,craftsman,3350.53,4173.849166666667
614,1,F,unemployed,173.87,197.9568181818182
615,1,F,fisher,1568.16,2152.949230769231
616,1,M,farmer,2511.51,2193.2776
617,1,F,farmer,1226.03,2193.2776
618,1,F,farmer,2315.31,2193.2776
619,1,M,craftsman,2196.96,4173.849166666667
620,1,F,child,0.0,0.0
621,1,F,child,0.0,0.0
622,1,F,child,0.0,0.0
623,1,F,child,0.0,0.0
624,1,M,farmer,1822.96,2193.2776
625,1,M,homemaker,246.58,205.4012
626,1,M,child,0.0,0.0
627,1,F,child,0.0,0.0
628,1,F,farmer,1692.42,2193.2776
629,1,F,unemployed,223.38,197.9568181818182
630,1,M,homemaker,294.42,205.4012
631,1,M,homemaker,167.29,205.4012
632,1,F,fisher,1144.85,2152.949230769231
633,1,F,child,0.0,0.0
634,1,M,child,0.0,0.0
635,1,F,child,0.0,0.0
636,1,M,child,0.0,0.0
637,1,F,child,0.0,0.0
638,1,F,civil servant,4470.17,5237.495853658536
639,1,M,craftsman,2141.32,4173.849166666667
640,1,M,service provider,7550.11,5197.599512195122
641,1,F,fisher,1903.75,2152.949230769231
642,1,M,farmer,2485.41,2193.2776
643,1,F,child,0.0,0.0
644,1,M,service provider,6648.73,5197.599512195122
645,1,M,service provider,4293.81,5197.599512195122
646,1,F,farmer,2968.82,2193.2776
647,1,F,unemployed,188.39,197.9568181818182
648,1,M,fisher,1651.17,2152.949230769231
649,1,M,civil servant,4001.73,5237.495853658536
650,1,X,child,0.0,0.0
651,1,F,child,0.0,0.0
652,1,M,homemaker,279.88,205.4012
653,1,F,civil servant,4013.87,5237.495853658536
654,1,M,homemaker,244.59,205.4012
655,1,M,service provider,3617.26,5197.599512195122
656,1,M,child,0.0,0.0
657,1,F,homemaker,206.94,205.4012
658,1,M,child,0.0,0.0
659,1,M,child,0.0,0.0
660,1,M,fisher,1936.02,2152.949230769231
661,1,F,fisher,1182.28,2152.949230769231
662,1,M,retired,290.53,297.7677777777778
663,1,F,child,0.0,0.0
664,1,F,service provider,6226.69,5197.599512195122
665,1,M,civil servant,4999.88,5237.495853658536
666,1,M,homemaker,233.16,205.4012
667,1,F,child,0.0,0.0
668,1,M,craftsman,3570.06,4173.849166666667
669,1,M,civil servant,3808.78,5237.495853658536
